"Tiempo","Frecuencia (Hz)","ESTACION","FECHA SUSCRIPCION","TIPO","Level (dBµV/m)","Bandwidth (Hz)","Offset (Hz)","FM (Hz)","Arch_ Info"
"16/07/2025  7:46:09,954","   100100000","LA RADIO FM DIGITAL 100.1","28/12/2001  13:57:40,000","M"," 109,6","      166250","       -1835","       72120",
"16/07/2025  7:46:09,954","   100300000"," ","16/01/2024  13:57:40,000","R","  54,5","      470937","      -20172","       79968",
"16/07/2025  7:46:09,954","   100500000","RADIO RELOJ","03/03/2021  13:57:40,000","M"," 108,0","      125625","        -509","       43637",
"16/07/2025  7:46:09,954","   100700000"," ","16/01/2024  13:57:40,000","R","  45,6","      125000","       -2444","       79928",
"16/07/2025  7:46:09,954","   100900000"," ","16/01/2024  13:57:40,000","R","  51,1","      499687","        7721","       79997",
"16/07/2025  7:46:09,954","   101100000"," ","16/01/2024  13:57:40,000","R","  48,3","      499687","         371","       79962",
"16/07/2025  7:46:09,954","   101300000"," ","16/01/2024  13:57:40,000","R","  58,8","      499687","        1313","       79970",
"16/07/2025  7:46:09,954","   101500000"," ","16/01/2024  13:57:40,000","R","  46,7","         937","       -3875","       79909",
"16/07/2025  7:46:09,954","   101700000","RADIO UNIVERSITARIA PRIMICIAS DE LA CULTURA","04/07/2023  13:57:40,000","M","  99,9","         937","         -41","         237",
"16/07/2025  7:46:09,954","   101900000"," ","16/01/2024  13:57:40,000","R","  45,4","         937","        -457","       79970",
"16/07/2025  7:46:09,954","   102100000"," ","16/01/2024  13:57:40,000","R","  54,7","      499687","         447","       79908",
"16/07/2025  7:46:09,954","   102300000"," ","16/01/2024  13:57:40,000","R","  54,0","      125625","       21627","       79945",
"16/07/2025  7:46:09,954","   102500000","RADIO KIRUBA 102.5 FM(NO AUTORIZADA)","30/04/1998  13:57:40,000","M","  92,7","      144687","       -4057","       44564",
"16/07/2025  7:46:09,954","   102700000"," ","16/01/2024  13:57:40,000","R","  53,7","      119062","      -20179","       79966",
"16/07/2025  7:46:09,954","   102900000"," ","16/01/2024  13:57:40,000","R","  53,4","      499687","        -867","       79915",
"16/07/2025  7:46:09,954","   103100000"," ","16/01/2024  13:57:40,000","R","  43,7","      499687","        -940","       79950",
"16/07/2025  7:46:09,954","   103300000"," ","16/01/2024  13:57:40,000","R","  65,4","      167812","        1126","       65875",
"16/07/2025  7:46:09,954","   103500000"," ","16/01/2024  13:57:40,000","R","  44,2","      472500","        3191","       79931",
"16/07/2025  7:46:09,954","   103700000","RADIO IKIAM NO AUTORIZADA","22/11/2017  13:57:40,000","M","  45,1","      499687","         560","       79943",
"16/07/2025  7:46:09,954","   103900000"," ","16/01/2024  13:57:40,000","R","  45,0","      468437","         506","       79908",
"16/07/2025  7:46:09,954","   104100000"," ","16/01/2024  13:57:40,000","R","  57,5","      356875","       -4225","       79935",
"16/07/2025  7:46:09,954","   104300000"," ","16/01/2024  13:57:40,000","R","  44,6","      449062","      -10871","       79960",
"16/07/2025  7:46:09,954","   104500000"," ","16/01/2024  13:57:40,000","R","  44,2","      499687","        -400","       79950",
"16/07/2025  7:46:09,954","   104700000"," ","16/01/2024  13:57:40,000","R","  37,9","      499687","        -507","       79927",
"16/07/2025  7:46:09,954","   104900000","SHALOM","28/01/2022  13:57:40,000"," ","  47,1","      499687","        -715","       79920",
"16/07/2025  7:46:09,954","   105100000"," ","16/01/2024  13:57:40,000","R","  39,9","      499687","       -2651","       79952",
"16/07/2025  7:46:09,954","   105300000"," ","16/01/2024  13:57:40,000","R","  42,7","      499687","        -425","       79954",
"16/07/2025  7:46:09,954","   105500000"," ","16/01/2024  13:57:40,000","R","  40,3","      499687","         932","       79988",
"16/07/2025  7:46:09,954","   105700000"," ","16/01/2024  13:57:40,000","R","  50,1","      499687","        2079","       79909",
"16/07/2025  7:46:09,954","   105900000"," ","16/01/2024  13:57:40,000","R","  42,4","      499687","         328","       79908",
"16/07/2025  7:46:09,954","   106100000"," ","16/01/2024  13:57:40,000","R","  52,2","      499687","       -1642","       79918",
"16/07/2025  7:46:09,954","   106300000"," ","16/01/2024  13:57:40,000","R","  40,2","      158437","        -881","       79950",
"16/07/2025  7:46:09,954","   106500000","ESTELAR FM","02/03/2021  13:57:40,000","M","  73,3","      230000","         111","       31014",
"16/07/2025  7:46:09,954","   106700000"," ","16/01/2024  13:57:40,000","R","  44,4","      173750","       -1992","       79958",
"16/07/2025  7:46:09,954","   106900000"," ","16/01/2024  13:57:40,000","R","  52,0","      499687","         589","       79908",
"16/07/2025  7:46:09,954","   107100000"," ","16/01/2024  13:57:40,000","R","  40,5","      499687","         553","       79955",
"16/07/2025  7:46:09,954","   107300000","LA VOZ DE ARUTAM (NO AUTORIZADA)","02/07/2004  13:57:40,000","M","  55,9","      499687","        2202","       79966",
"16/07/2025  7:46:09,954","   107500000"," ","16/01/2024  13:57:40,000","R","  39,7","      499687","       -2848","       79938",
"16/07/2025  7:46:09,954","   107700000"," ","16/01/2024  13:57:40,000","R","  55,7","      499687","       -2404","       79936",
"16/07/2025  7:46:09,954","   107900000"," ","16/01/2024  13:57:40,000","R","  42,4","      499687","        1740","       79946",
"16/07/2025  7:46:09,954","   108000000"," ","16/01/2024  13:57:40,000","R","  49,1","      499687","       25586","       79951",
"16/07/2025  7:46:31,229","    88100000"," ","16/01/2024  13:57:40,000","R","  60,0","      499687","      -29944","       79999",
"16/07/2025  7:46:31,229","    88300000"," ","16/01/2024  13:57:40,000","R","  55,9","      113125","        4394","       79939",
"16/07/2025  7:46:31,229","    88500000","PUBLICA FM","27/11/2015  13:57:40,000","R","  81,3","      109375","        -222","       26571",
"16/07/2025  7:46:31,229","    88700000"," ","16/01/2024  13:57:40,000","R","  46,7","      102500","       -2253","       79933",
"16/07/2025  7:46:31,229","    88900000"," ","16/01/2024  13:57:40,000","R","  57,3","      499687","        -471","       79915",
"16/07/2025  7:46:31,229","    89100000"," ","16/01/2024  13:57:40,000","R","  51,2","      499687","         986","       79908",
"16/07/2025  7:46:31,229","    89300000","RADIO MORONA NO autorizada","04/03/2021  13:57:40,000","M","  63,5","       94062","      -30484","       79958",
"16/07/2025  7:46:31,229","    89500000"," ","16/01/2024  13:57:40,000","R","  99,5","      175625","        -595","       77985",
"16/07/2025  7:46:31,229","    89700000","LA VOZ DE LA NAE","08/09/2021  13:57:40,000","M","  52,9","      140625","        1298","       79968",
"16/07/2025  7:46:31,229","    89900000"," ","16/01/2024  13:57:40,000","R","  49,3","      499687","        -593","       79952",
"16/07/2025  7:46:31,229","    90100000"," ","16/01/2024  13:57:40,000","R","  60,1","      499687","        -855","       79912",
"16/07/2025  7:46:31,229","    90300000"," ","16/01/2024  13:57:40,000","R","  52,9","      137812","      -41448","       79952",
"16/07/2025  7:46:31,229","    90500000","RADIO LA VOZ DEL UPANO","24/07/2017  13:57:40,000","M"," 108,7","      158437","         141","       36079",
"16/07/2025  7:46:31,229","    90700000"," ","16/01/2024  13:57:40,000","R","  50,4","      135937","        -778","       79930",
"16/07/2025  7:46:31,229","    90900000","LA RADIO DE LA ASAMBLEA NACIONAL","26/03/2013  13:57:40,000","R","  57,1","      499687","        2242","       79958",
"16/07/2025  7:46:31,229","    91300000"," ","16/01/2024  13:57:40,000","R","  58,3","      499687","        -625","       79907",
"16/07/2025  7:46:31,229","    91500000"," ","16/01/2024  13:57:40,000","R","  59,1","      129062","       -2448","       79949",
"16/07/2025  7:46:31,229","    91700000","BONITA FM","02/06/2005  13:57:40,000","M"," 108,8","      159687","        -565","       62304",
"16/07/2025  7:46:31,229","    91900000"," ","16/01/2024  13:57:40,000","R","  51,7","      120312","       -5439","       79985",
"16/07/2025  7:46:31,229","    92100000"," ","16/01/2024  13:57:40,000","R","  60,6","      499687","       -2231","       79967",
"16/07/2025  7:46:31,229","    92300000"," ","16/01/2024  13:57:40,000","R","  46,5","      499687","        3972","       79973",
"16/07/2025  7:46:31,229","    92500000"," ","16/01/2024  13:57:40,000","R","  57,7","      144375","        4330","       79987",
"16/07/2025  7:46:31,229","    92700000"," ","16/01/2024  13:57:40,000","R","  86,1","      125000","       36839","       79946",
"16/07/2025  7:46:31,229","    92900000","RADIO MIA FM (MAGNIFICA INTEGRACION AMAZÓNICA)","30/05/2017  13:57:40,000","R"," 106,4","      121250","           0","       71446",
"16/07/2025  7:46:31,229","    93100000"," ","16/01/2024  13:57:40,000","R","  86,7","      110312","      -38261","       79938",
"16/07/2025  7:46:31,229","    93500000"," ","16/01/2024  13:57:40,000","R","  45,7","      499687","       -2531","       79970",
"16/07/2025  7:46:31,229","    93700000"," ","16/01/2024  13:57:40,000","R","  50,4","      499687","       -7669","       79934",
"16/07/2025  7:46:31,229","    93900000"," ","16/01/2024  13:57:40,000","R","  47,6","      498437","         369","       79908",
"16/07/2025  7:46:31,229","    94100000","CANAL JUVENIL FM","12/05/1998  13:57:40,000","M","  61,2","      273125","         887","       75247",
"16/07/2025  7:46:31,229","    94300000"," ","16/01/2024  13:57:40,000","R","  44,6","      499687","       -2575","       79962",
"16/07/2025  7:46:31,229","    94500000"," ","16/01/2024  13:57:40,000","R","  53,2","      499687","        1769","       79960",
"16/07/2025  7:46:31,229","    94700000"," ","16/01/2024  13:57:40,000","R","  39,5","      499687","        -734","       79965",
"16/07/2025  7:46:31,229","    94900000"," ","16/01/2024  13:57:40,000","R","  49,8","      499687","      -10367","       79936",
"16/07/2025  7:46:31,229","    95100000"," ","16/01/2024  13:57:40,000","R","  43,3","      499687","        -311","       79907",
"16/07/2025  7:46:31,229","    95300000"," ","16/01/2024  13:57:40,000","R","  50,2","      499687","        1215","       79973",
"16/07/2025  7:46:31,229","    95500000"," ","16/01/2024  13:57:40,000","R","  42,4","      499687","        -610","       79980",
"16/07/2025  7:46:31,229","    95700000"," ","16/01/2024  13:57:40,000","R","  46,6","      499687","       -1216","       79987",
"16/07/2025  7:46:31,229","    95900000"," ","16/01/2024  13:57:40,000","R","  37,8","      499687","         468","       79933",
"16/07/2025  7:46:31,229","    96100000","RADIO INTEROCEANICA","04/03/2021  13:57:40,000","R","  48,7","      499687","        1936","       79978",
"16/07/2025  7:46:31,229","    96300000"," ","16/01/2024  13:57:40,000","R","  44,2","      499687","        6128","       79975",
"16/07/2025  7:46:31,229","    96500000"," ","16/01/2024  13:57:40,000","R","  54,2","      499687","       -1653","       79908",
"16/07/2025  7:46:31,229","    96700000"," ","16/01/2024  13:57:40,000","R","  45,6","      499687","         986","       79960",
"16/07/2025  7:46:31,229","    96900000"," ","16/01/2024  13:57:40,000","R","  51,9","      499687","        7570","       79955",
"16/07/2025  7:46:31,229","    97100000"," ","16/01/2024  13:57:40,000","R","  46,7","      499687","       -5192","       79910",
"16/07/2025  7:46:31,229","    97300000"," ","16/01/2024  13:57:40,000","R","  54,0","      499687","        4477","       79924",
