"Tiempo","Frecuencia (Hz)","ESTACION","CANAL","Level (dBµV/m)","Bandwidth (Hz)","Offset (Hz)","AM (%)","Arch_ Info"
"07/07/2025  17:41:49,096","   615250000"," ","38","  35,7","      999375","          44"," 93,60",
"07/07/2025  17:41:49,096","   621250000","CANAL SUR - TELEVISION MUN","39","  69,0","      188125","          49"," 85,30",
"07/07/2025  17:41:49,096","   627250000"," ","40","  34,9","      999375","        2781"," 94,40",
"07/07/2025  17:41:49,096","   633250000"," ","41","  34,0","      999375","         777"," 96,00",
"07/07/2025  17:41:49,096","   639250000"," ","42","  37,8","      999375","       82656"," 93,50",
"07/07/2025  17:41:49,096","   645250000"," ","43","  35,7","      999375","        2884"," 96,60",
"07/07/2025  17:41:49,096","   651250000"," ","44","  37,5","      999375","        2895"," 95,80",
"07/07/2025  17:41:49,096","   657250000"," ","45","  36,2","      999375","        1353"," 98,00",
"07/07/2025  17:41:49,096","   663250000"," ","46","  38,1","      999375","        3087"," 93,10",
"07/07/2025  17:41:49,096","   669250000"," ","47","  38,9","      999375","        4605"," 92,80",
"07/07/2025  17:41:49,096","   675250000"," ","48","  38,7","      999375","         606"," 90,40",
"07/07/2025  17:41:49,096","   681250000"," ","49","  47,0","      999375","       95151"," 94,40",
"07/07/2025  17:41:49,096","   687250000"," ","50","  49,0","      999375","         861"," 95,70",
"07/07/2025  17:41:49,096","   693250000"," ","51","  53,4","      999375","       -1119"," 97,50",
"08/07/2025  7:20:03,882","    55250000","CORPORACION ECUATORIANA DE","2","  91,8","      125625","           4"," 75,40",
"08/07/2025  7:20:03,882","    61250000"," ","3","  39,4","      999375","      -31101"," 94,70",
"08/07/2025  7:20:03,882","    67250000","UV TELEVISION","4","  91,2","      188750","         207"," 72,40",
"08/07/2025  7:20:03,882","    77250000","TELEAMAZONAS","5","  84,0","      125625","          10"," 28,60",
"08/07/2025  7:20:03,882","    83250000"," ","6","  58,9","      999375","      -44749"," 93,80",
"08/07/2025  7:20:03,882","   175250000","ECUADOR TV","7","  94,4","      125625","         -16"," 89,60",
"08/07/2025  7:20:03,882","   181250000","CADENA ECUATORIANA DE TELE","8","  80,2","      365000","        3029"," 95,80",
"08/07/2025  7:20:03,882","   187250000","RED TELESISTEMA (R.T.S)","9","  88,7","       94375","        -227"," 41,60",
"08/07/2025  7:20:03,882","   193250000"," ","10","  67,8","      890625","      121277"," 92,80",
"08/07/2025  7:20:03,882","   199250000","TELEVISION DEL PACIFICO","11","  67,4","      999375","      130609"," 94,40",
"08/07/2025  7:20:03,882","   205250000"," ","12","  59,9","      939375","      132182"," 92,00",
"08/07/2025  7:20:03,882","   211250000"," ","13","  58,4","      999375","      125637"," 96,20",
"08/07/2025  7:20:03,882","   471250000"," ","14","  24,4","      999375","       -1386"," 97,40",
"08/07/2025  7:20:03,882","   477250000"," ","15","  28,7","      999375","      -85644"," 89,60",
"08/07/2025  7:20:03,882","   483250000"," ","16","  24,5","      999375","       -4090"," 97,00",
"08/07/2025  7:20:03,882","   513250000"," ","21","  27,2","      999375","        -378"," 96,70",
"08/07/2025  7:20:03,882","   519250000","ECOTEL","22","  83,7","      157500","        1043"," 71,40",
"08/07/2025  7:20:03,882","   525250000"," ","23","  27,7","      999375","       -6063"," 91,50",
"08/07/2025  7:20:03,882","   531250000","TELERAMA","24","  28,5","      999375","        9564"," 95,00",
"08/07/2025  7:20:03,882","   537250000","PLUS TV","25","  66,4","       94375","        4428"," 37,40",
"08/07/2025  7:20:03,882","   543250000","CANAL UNO","26","  29,9","      999375","        8155"," 93,20",
"08/07/2025  7:20:03,882","   549250000"," ","27","  28,8","      999375","         829"," 95,80",
"08/07/2025  7:20:03,882","   555250000"," ","28","  37,6","      999375","        5543"," 96,80",
"08/07/2025  7:20:03,882","   561250000"," ","29","  42,8","      999375","       -8038"," 94,90",
"08/07/2025  7:20:03,882","   567250000","TELEATAHUALPA (RTU)","30","  39,0","      999375","      -10987"," 94,70",
"08/07/2025  7:20:03,882","   573250000"," ","31","  34,5","      999375","       -2025"," 95,30",
"08/07/2025  7:20:03,882","   579250000","TELEVICENTRO TVC","32","  77,9","      188125","        1340"," 60,50",
"08/07/2025  7:20:03,882","   585250000"," ","33","  33,6","      999375","         567"," 92,00",
"08/07/2025  7:20:03,882","   591250000","UCSG TELEVISION","34","  32,3","      999375","       -1321"," 94,60",
"08/07/2025  7:20:03,882","   603250000","OROMAR","36","  31,6","      999375","        1162"," 93,40",
"08/07/2025  7:20:03,882","   615250000"," ","38","  35,8","      999375","        1792"," 96,20",
"08/07/2025  7:20:03,882","   621250000","CANAL SUR - TELEVISION MUN","39","  69,8","      204375","          58"," 76,60",
"08/07/2025  7:20:03,882","   627250000"," ","40","  33,3","      999375","        3555"," 93,90",
"08/07/2025  7:20:03,882","   633250000"," ","41","  35,2","      999375","        3290"," 95,00",
"08/07/2025  7:20:03,882","   639250000"," ","42","  35,8","      999375","       37443"," 96,00",
"08/07/2025  7:20:03,882","   645250000"," ","43","  36,2","      999375","        4497"," 94,70",
"08/07/2025  7:20:03,882","   651250000"," ","44","  37,0","      999375","       -3580"," 93,60",
"08/07/2025  7:20:03,882","   657250000"," ","45","  39,3","      999375","         993"," 93,90",
"08/07/2025  7:20:03,882","   663250000"," ","46","  39,5","      999375","       -1615"," 94,90",
"08/07/2025  7:20:03,882","   669250000"," ","47","  41,0","      999375","        -462"," 94,80",
"08/07/2025  7:20:03,882","   675250000"," ","48","  38,9","      999375","        3842"," 96,00",
"08/07/2025  7:20:03,882","   681250000"," ","49","  44,0","      999375","      102956"," 89,70",
"08/07/2025  7:20:03,882","   687250000"," ","50","  54,6","      999375","        3078"," 97,00",
"08/07/2025  7:20:03,882","   693250000"," ","51","  58,1","      999375","         447"," 95,60",
"08/07/2025  7:20:57,674","    55250000","CORPORACION ECUATORIANA DE","2","  91,6","      219375","           8"," 39,50",
"08/07/2025  7:20:57,674","    61250000"," ","3","  39,2","      999375","      -12276"," 96,60",
"08/07/2025  7:20:57,674","    67250000","UV TELEVISION","4","  90,2","      157500","         189"," 26,30",
"08/07/2025  7:20:57,674","    77250000","TELEAMAZONAS","5","  87,1","      125625","           8"," 42,90",
"08/07/2025  7:20:57,674","    83250000"," ","6","  58,7","      999375","      -46967"," 93,90",
"08/07/2025  7:20:57,674","   175250000","ECUADOR TV","7","  94,3","      141250","         -16"," 93,80",
"08/07/2025  7:20:57,674","   181250000","CADENA ECUATORIANA DE TELE","8","  80,0","      296250","         900"," 95,80",
"08/07/2025  7:20:57,674","   187250000","RED TELESISTEMA (R.T.S)","9","  88,4","       94375","        -271"," 39,10",
"08/07/2025  7:20:57,674","   193250000"," ","10","  69,7","      918125","      106641"," 94,50",
"08/07/2025  7:20:57,674","   199250000","TELEVISION DEL PACIFICO","11","  70,0","      901875","      121845"," 92,50",
"08/07/2025  7:20:57,674","   205250000"," ","12","  61,1","      915000","      116036"," 92,90",
"08/07/2025  7:20:57,674","   211250000"," ","13","  58,5","      999375","      105719"," 94,90",
"08/07/2025  7:20:57,674","   471250000"," ","14","  23,4","      999375","       -2026"," 95,20",
"08/07/2025  7:20:57,674","   477250000"," ","15","  28,4","      999375","      -72089"," 94,80",
"08/07/2025  7:20:57,674","   483250000"," ","16","  36,8","      999375","       -3030"," 98,60",
"08/07/2025  7:20:57,674","   513250000"," ","21","  27,1","      999375","        3341"," 94,60",
"08/07/2025  7:20:57,674","   519250000","ECOTEL","22","  84,1","      125625","        1045"," 54,30",
"08/07/2025  7:20:57,674","   525250000"," ","23","  29,4","      999375","      -16372"," 98,10",
"08/07/2025  7:20:57,674","   531250000","TELERAMA","24","  27,8","      999375","        4464"," 94,90",
"08/07/2025  7:20:57,674","   537250000","PLUS TV","25","  68,1","      125625","        4423"," 12,20",
"08/07/2025  7:20:57,674","   543250000","CANAL UNO","26","  31,0","      999375","        7048"," 93,70",
"08/07/2025  7:20:57,674","   549250000"," ","27","  29,0","      999375","        5841"," 95,90",
"08/07/2025  7:20:57,674","   555250000"," ","28","  37,2","      999375","       -3790"," 94,60",
"08/07/2025  7:20:57,674","   561250000"," ","29","  42,9","      999375","       -5422"," 97,50",
"08/07/2025  7:20:57,674","   567250000","TELEATAHUALPA (RTU)","30","  39,8","      999375","       -6785"," 97,80",
"08/07/2025  7:20:57,674","   573250000"," ","31","  34,7","      999375","       -2934"," 95,20",
"08/07/2025  7:20:57,674","   579250000","TELEVICENTRO TVC","32","  78,1","      109375","        1338"," 25,10",
"08/07/2025  7:20:57,674","   585250000"," ","33","  34,1","      999375","        3081"," 94,30",
"08/07/2025  7:20:57,674","   591250000","UCSG TELEVISION","34","  32,4","      999375","       -2269"," 93,50",
"08/07/2025  7:20:57,674","   603250000","OROMAR","36","  33,9","      999375","         655"," 96,00",
"08/07/2025  7:20:57,674","   615250000"," ","38","  37,9","      999375","        1067"," 96,80",
"08/07/2025  7:20:57,674","   621250000","CANAL SUR - TELEVISION MUN","39","  68,2","      220000","          50"," 57,30",
"08/07/2025  7:20:57,674","   627250000"," ","40","  35,0","      999375","       10864"," 96,00",
"08/07/2025  7:20:57,674","   633250000"," ","41","  33,8","      999375","        1409"," 94,50",
"08/07/2025  7:20:57,674","   639250000"," ","42","  36,8","      999375","       53763"," 98,60",
"08/07/2025  7:20:57,674","   645250000"," ","43","  35,9","      999375","         617"," 97,10",
"08/07/2025  7:20:57,674","   651250000"," ","44","  36,9","      999375","        3898"," 94,40",
"08/07/2025  7:20:57,674","   657250000"," ","45","  36,1","      999375","       -3195"," 93,80",
"08/07/2025  7:20:57,674","   663250000"," ","46","  36,7","      999375","         771"," 95,00",
"08/07/2025  7:20:57,674","   669250000"," ","47","  37,6","      999375","        4924"," 93,40",
"08/07/2025  7:20:57,674","   675250000"," ","48","  38,4","      999375","       -3791"," 96,90",
"08/07/2025  7:20:57,674","   681250000"," ","49","  44,9","      999375","       99066"," 88,60",
"08/07/2025  7:20:57,674","   687250000"," ","50","  52,3","      999375","        1334"," 96,10",
"08/07/2025  7:20:57,674","   693250000"," ","51","  55,5","      999375","        1355"," 94,70",
"08/07/2025  7:21:49,140","    55250000","CORPORACION ECUATORIANA DE","2","  91,9","      251875","         -24"," 94,90",
"08/07/2025  7:21:49,140","    61250000"," ","3","  40,3","      994375","      -47038"," 97,30",
"08/07/2025  7:21:49,140","    67250000","UV TELEVISION","4","  90,7","      188750","         194"," 69,10",
"08/07/2025  7:21:49,140","    77250000","TELEAMAZONAS","5","  86,8","       94375","          14"," 30,20",
"08/07/2025  7:21:49,140","    83250000"," ","6","  60,4","      999375","      -59489"," 93,70",
"08/07/2025  7:21:49,140","   175250000","ECUADOR TV","7","  94,7","      156875","         -16"," 38,20",
"08/07/2025  7:21:49,140","   181250000","CADENA ECUATORIANA DE TELE","8","  80,2","      510625","        9015"," 92,00",
"08/07/2025  7:21:49,140","   187250000","RED TELESISTEMA (R.T.S)","9","  88,7","       95000","        -248"," 52,60",
"08/07/2025  7:21:49,140","   193250000"," ","10","  69,2","      871875","      124251"," 91,70",
"08/07/2025  7:21:49,140","   199250000","TELEVISION DEL PACIFICO","11","  68,0","      924375","      125582"," 95,10",
"08/07/2025  7:21:49,140","   205250000"," ","12","  61,8","      871875","      133284"," 95,70",
"08/07/2025  7:21:49,140","   211250000"," ","13","  59,1","      854375","      118364"," 95,50",
"08/07/2025  7:21:49,140","   471250000"," ","14","  23,1","      999375","         982"," 96,00",
"08/07/2025  7:21:49,140","   477250000"," ","15","  28,8","      999375","      -74660"," 88,60",
"08/07/2025  7:21:49,140","   483250000"," ","16","  25,0","      999375","        2957"," 93,30",
"08/07/2025  7:21:49,140","   513250000"," ","21","  26,1","      999375","        5134"," 96,90",
"08/07/2025  7:21:49,140","   519250000","ECOTEL","22","  83,8","      140625","        1025"," 60,30",
"08/07/2025  7:21:49,140","   525250000"," ","23","  28,7","      999375","       -6807"," 95,20",
"08/07/2025  7:21:49,140","   531250000","TELERAMA","24","  27,1","      999375","        9049"," 96,60",
"08/07/2025  7:21:49,140","   537250000","PLUS TV","25","  66,4","       95000","        4425"," 67,50",
"08/07/2025  7:21:49,140","   543250000","CANAL UNO","26","  30,8","      999375","        1601"," 97,30",
"08/07/2025  7:21:49,140","   549250000"," ","27","  26,9","      999375","         164"," 94,80",
"08/07/2025  7:21:49,140","   555250000"," ","28","  37,1","      999375","       -1744"," 93,30",
"08/07/2025  7:21:49,140","   561250000"," ","29","  40,9","      999375","         388"," 93,00",
"08/07/2025  7:21:49,140","   567250000","TELEATAHUALPA (RTU)","30","  39,6","      999375","      -11044"," 96,10",
"08/07/2025  7:21:49,140","   573250000"," ","31","  35,3","      999375","       -1300"," 97,20",
"08/07/2025  7:21:49,140","   579250000","TELEVICENTRO TVC","32","  77,7","       94375","        1341"," 23,40",
"08/07/2025  7:21:49,140","   585250000"," ","33","  33,1","      999375","        1590"," 95,90",
"08/07/2025  7:21:49,140","   591250000","UCSG TELEVISION","34","  31,5","      999375","        4097"," 96,20",
"08/07/2025  7:21:49,140","   603250000","OROMAR","36","  32,1","      999375","        1618"," 95,80",
"08/07/2025  7:21:49,140","   615250000"," ","38","  38,1","      999375","        5173"," 96,70",
"08/07/2025  7:21:49,140","   621250000","CANAL SUR - TELEVISION MUN","39","  70,0","      188750","          51"," 49,10",
